Country_Region,Province_State,ISO3,Last_Update,Active,Confirmed,Deaths,Incident_Rate,Latitude,Longitude,Mortality_Rate,Recovered,UID
India,Global,IND,2020-04-21 00:00:00,737524,1467883,13228,1669.41,20.5937,78.9629,0.9,717131,112
India,Global,IND,2020-04-22 00:00:00,739742,1477292,13313,1680.11,20.5937,78.9629,0.9,724237,113
India,Global,IND,2020-04-23 00:00:00,741609,1486063,13392,1690.09,20.5937,78.9629,0.9,731062,114
India,Global,IND,2020-04-24 00:00:00,743337,1494612,13469,1699.81,20.5937,78.9629,0.9,737806,115
India,Global,IND,2020-04-25 00:00:00,744921,1502930,13544,1709.27,20.5937,78.9629,0.9,744465,116
India,Global,IND,2020-04-26 00:00:00,746292,1510875,13616,1718.31,20.5937,78.9629,0.9,750967,117
India,Global,IND,2020-04-27 00:00:00,747371,1518282,13683,1726.73,20.5937,78.9629,0.9,757228,118
India,Global,IND,2020-04-28 00:00:00,748260,1525350,13746,1734.77,20.5937,78.9629,0.9,763344,119
India,Global,IND,2020-04-29 00:00:00,748940,1532042,13807,1742.38,20.5937,78.9629,0.9,769295,120
India,Global,IND,2020-04-30 00:00:00,749414,1538355,13863,1749.56,20.5937,78.9629,0.9,775078,121
India,Global,IND,2020-05-01 00:00:00,749752,1544434,13918,1756.47,20.5937,78.9629,0.9,780764,122
India,Global,IND,2020-05-02 00:00:00,749981,1550330,13971,1763.18,20.5937,78.9629,0.9,786378,123
India,Global,IND,2020-05-03 00:00:00,749997,1555827,14021,1769.43,20.5937,78.9629,0.9,791809,124
India,Global,IND,2020-05-04 00:00:00,749773,1560862,14066,1775.16,20.5937,78.9629,0.9,797023,125
India,Global,IND,2020-05-05 00:00:00,749410,1565642,14109,1780.59,20.5937,78.9629,0.9,802123,126
India,Global,IND,2020-05-06 00:00:00,748867,1570080,14149,1785.64,20.5937,78.9629,0.9,807064,127
India,Global,IND,2020-05-07 00:00:00,748323,1574549,14190,1790.72,20.5937,78.9629,0.9,812036,128
India,Global,IND,2020-05-08 00:00:00,747577,1578619,14226,1795.35,20.5937,78.9629,0.9,816816,129
India,Global,IND,2020-05-09 00:00:00,746674,1582389,14260,1799.64,20.5937,78.9629,0.9,821455,130
India,Global,IND,2020-05-10 00:00:00,745731,1586101,14294,1803.86,20.5937,78.9629,0.9,826076,131
India,Global,IND,2020-05-11 00:00:00,744552,1589336,14323,1807.54,20.5937,78.9629,0.9,830461,132
India,Global,IND,2020-05-12 00:00:00,743330,1592500,14351,1811.14,20.5937,78.9629,0.9,834819,133
India,Global,IND,2020-05-13 00:00:00,742025,1595513,14379,1814.56,20.5937,78.9629,0.9,839109,134
India,Global,IND,2020-05-14 00:00:00,740590,1598262,14403,1817.69,20.5937,78.9629,0.9,843269,135
India,Global,IND,2020-05-15 00:00:00,739097,1600909,14427,1820.7,20.5937,78.9629,0.9,847385,136
India,Global,IND,2020-05-16 00:00:00,737500,1603349,14449,1823.48,20.5937,78.9629,0.9,851400,137
India,Global,IND,2020-05-17 00:00:00,735792,1605565,14469,1826.0,20.5937,78.9629,0.9,855304,138
India,Global,IND,2020-05-18 00:00:00,734019,1607655,14488,1828.37,20.5937,78.9629,0.9,859148,139
India,Global,IND,2020-05-19 00:00:00,732155,1609562,14505,1830.54,20.5937,78.9629,0.9,862902,140
India,Global,IND,2020-05-20 00:00:00,730232,1611351,14521,1832.58,20.5937,78.9629,0.9,866598,141
India,Global,IND,2020-05-21 00:00:00,728233,1612986,14536,1834.44,20.5937,78.9629,0.9,870217,142
India,Global,IND,2020-05-22 00:00:00,726166,1614480,14549,1836.13,20.5937,78.9629,0.9,873765,143
India,Global,IND,2020-05-23 00:00:00,724100,1615991,14563,1837.85,20.5937,78.9629,0.9,877328,144
India,Global,IND,2020-05-24 00:00:00,721971,1617373,14576,1839.42,20.5937,78.9629,0.9,880826,145
India,Global,IND,2020-05-25 00:00:00,719753,1618562,14586,1840.78,20.5937,78.9629,0.9,884223,146
India,Global,IND,2020-05-26 00:00:00,717541,1619774,14597,1842.16,20.5937,78.9629,0.9,887636,147
India,Global,IND,2020-05-27 00:00:00,715257,1620834,14607,1843.36,20.5937,78.9629,0.9,890970,148
India,Global,IND,2020-05-28 00:00:00,712907,1621752,14615,1844.4,20.5937,78.9629,0.9,894230,149
India,Global,IND,2020-05-29 00:00:00,710562,1622687,14623,1845.47,20.5937,78.9629,0.9,897502,150
India,Global,IND,2020-05-30 00:00:00,708162,1623505,14631,1846.4,20.5937,78.9629,0.9,900712,151
India,Global,IND,2020-05-31 00:00:00,705738,1624273,14638,1847.27,20.5937,78.9629,0.9,903897,152
India,Global,IND,2020-06-01 00:00:00,703277,1624960,14644,1848.05,20.5937,78.9629,0.9,907039,153
India,Global,IND,2020-06-02 00:00:00,700795,1625607,14650,1848.79,20.5937,78.9629,0.9,910162,154
India,Global,IND,2020-06-03 00:00:00,698293,1626210,14655,1849.48,20.5937,78.9629,0.9,913262,155
India,Global,IND,2020-06-04 00:00:00,695766,1626760,14660,1850.1,20.5937,78.9629,0.9,916334,156
India,Global,IND,2020-06-05 00:00:00,693198,1627218,14664,1850.62,20.5937,78.9629,0.9,919356,157
India,Global,IND,2020-06-06 00:00:00,690630,1627680,14668,1851.15,20.5937,78.9629,0.9,922382,158
India,Global,IND,2020-06-07 00:00:00,688059,1628140,14673,1851.67,20.5937,78.9629,0.9,925408,159
India,Global,IND,2020-06-08 00:00:00,685442,1628493,14676,1852.07,20.5937,78.9629,0.9,928375,160
India,Global,IND,2020-06-09 00:00:00,682818,1628832,14679,1852.46,20.5937,78.9629,0.9,931335,161
India,Global,IND,2020-06-10 00:00:00,680177,1629133,14682,1852.8,20.5937,78.9629,0.9,934274,162
India,Global,IND,2020-06-11 00:00:00,677523,1629404,14684,1853.11,20.5937,78.9629,0.9,937197,163
India,Global,IND,2020-06-12 00:00:00,674862,1629661,14686,1853.4,20.5937,78.9629,0.9,940113,164
India,Global,IND,2020-06-13 00:00:00,672190,1629896,14688,1853.67,20.5937,78.9629,0.9,943018,165
India,Global,IND,2020-06-14 00:00:00,669505,1630098,14690,1853.9,20.5937,78.9629,0.9,945903,166
India,Global,IND,2020-06-15 00:00:00,666820,1630305,14692,1854.13,20.5937,78.9629,0.9,948793,167
India,Global,IND,2020-06-16 00:00:00,664125,1630489,14694,1854.34,20.5937,78.9629,0.9,951670,168
India,Global,IND,2020-06-17 00:00:00,661424,1630655,14695,1854.53,20.5937,78.9629,0.9,954536,169
India,Global,IND,2020-06-18 00:00:00,658724,1630830,14697,1854.73,20.5937,78.9629,0.9,957409,170
India,Global,IND,2020-06-19 00:00:00,656015,1630980,14698,1854.9,20.5937,78.9629,0.9,960267,171
India,Global,IND,2020-06-20 00:00:00,653300,1631119,14699,1855.06,20.5937,78.9629,0.9,963120,172
India,Global,IND,2020-06-21 00:00:00,650583,1631255,14701,1855.21,20.5937,78.9629,0.9,965971,173
India,Global,IND,2020-06-22 00:00:00,647863,1631382,14702,1855.36,20.5937,78.9629,0.9,968817,174
India,Global,IND,2020-06-23 00:00:00,645145,1631517,14703,1855.51,20.5937,78.9629,0.9,971669,175
India,Global,IND,2020-06-24 00:00:00,642420,1631634,14704,1855.64,20.5937,78.9629,0.9,974510,176
India,Global,IND,2020-06-25 00:00:00,639701,1631769,14705,1855.8,20.5937,78.9629,0.9,977363,177
India,Global,IND,2020-06-26 00:00:00,636973,1631879,14706,1855.92,20.5937,78.9629,0.9,980200,178
India,Global,IND,2020-06-27 00:00:00,634248,1632001,14707,1856.06,20.5937,78.9629,0.9,983046,179
India,Global,IND,2020-06-28 00:00:00,631520,1632115,14708,1856.19,20.5937,78.9629,0.9,985887,180
India,Global,IND,2020-06-29 00:00:00,628795,1632239,14710,1856.33,20.5937,78.9629,0.9,988734,181
India,Global,IND,2020-06-30 00:00:00,626074,1632373,14711,1856.48,20.5937,78.9629,0.9,991588,182
India,Global,IND,2020-07-01 00:00:00,623354,1632512,14712,1856.64,20.5937,78.9629,0.9,994446,183
India,Global,IND,2020-07-02 00:00:00,620642,1632672,14713,1856.82,20.5937,78.9629,0.9,997317,184
India,Global,IND,2020-07-03 00:00:00,617921,1632812,14715,1856.98,20.5937,78.9629,0.9,1000176,185
India,Global,IND,2020-07-04 00:00:00,615207,1632968,14716,1857.16,20.5937,78.9629,0.9,1003045,186
India,Global,IND,2020-07-05 00:00:00,612497,1633140,14718,1857.36,20.5937,78.9629,0.9,1005925,187
India,Global,IND,2020-07-06 00:00:00,609789,1633314,14719,1857.55,20.5937,78.9629,0.9,1008806,188
India,Global,IND,2020-07-07 00:00:00,607091,1633521,14721,1857.79,20.5937,78.9629,0.9,1011709,189
India,Global,IND,2020-07-08 00:00:00,604388,1633716,14723,1858.01,20.5937,78.9629,0.9,1014605,190
India,Global,IND,2020-07-09 00:00:00,601690,1633925,14725,1858.25,20.5937,78.9629,0.9,1017510,191
India,Global,IND,2020-07-10 00:00:00,598997,1634151,14727,1858.51,20.5937,78.9629,0.9,1020427,192
India,Global,IND,2020-07-11 00:00:00,596328,1634441,14729,1858.84,20.5937,78.9629,0.9,1023384,193
India,Global,IND,2020-07-12 00:00:00,593643,1634694,14732,1859.12,20.5937,78.9629,0.9,1026319,194
India,Global,IND,2020-07-13 00:00:00,590974,1634991,14734,1859.46,20.5937,78.9629,0.9,1029283,195
India,Global,IND,2020-07-14 00:00:00,588312,1635310,14737,1859.82,20.5937,78.9629,0.9,1032261,196
India,Global,IND,2020-07-15 00:00:00,585657,1635653,14740,1860.21,20.5937,78.9629,0.9,1035256,197
India,Global,IND,2020-07-16 00:00:00,583022,1636057,14744,1860.67,20.5937,78.9629,0.9,1038291,198
India,Global,IND,2020-07-17 00:00:00,580386,1636462,14748,1861.13,20.5937,78.9629,0.9,1041328,199
India,Global,IND,2020-07-18 00:00:00,577763,1636905,14752,1861.64,20.5937,78.9629,0.9,1044390,200
India,Global,IND,2020-07-19 00:00:00,575147,1637374,14756,1862.17,20.5937,78.9629,0.9,1047471,201
India,Global,IND,2020-07-20 00:00:00,572554,1637913,14761,1862.78,20.5937,78.9629,0.9,1050598,202
India,Global,IND,2020-07-21 00:00:00,569965,1638467,14766,1863.41,20.5937,78.9629,0.9,1053736,203
India,Global,IND,2020-07-22 00:00:00,567374,1639024,14771,1864.05,20.5937,78.9629,0.9,1056879,204
India,Global,IND,2020-07-23 00:00:00,564796,1639620,14776,1864.73,20.5937,78.9629,0.9,1060048,205
India,Global,IND,2020-07-24 00:00:00,562256,1640335,14782,1865.54,20.5937,78.9629,0.9,1063297,206
India,Global,IND,2020-07-25 00:00:00,559728,1641093,14789,1866.4,20.5937,78.9629,0.9,1066576,207
India,Global,IND,2020-07-26 00:00:00,557200,1641858,14796,1867.27,20.5937,78.9629,0.9,1069862,208
India,Global,IND,2020-07-27 00:00:00,554684,1642668,14804,1868.19,20.5937,78.9629,0.9,1073180,209
India,Global,IND,2020-07-28 00:00:00,552192,1643556,14812,1869.2,20.5937,78.9629,0.9,1076552,210
India,Global,IND,2020-07-29 00:00:00,549725,1644525,14820,1870.3,20.5937,78.9629,0.9,1079980,211
India,Global,IND,2020-07-30 00:00:00,547273,1645553,14830,1871.47,20.5937,78.9629,0.9,1083450,212
India,Global,IND,2020-07-31 00:00:00,544857,1646699,14840,1872.78,20.5937,78.9629,0.9,1087002,213
India,Global,IND,2020-08-01 00:00:00,542467,1647936,14851,1874.18,20.5937,78.9629,0.9,1090618,214
India,Global,IND,2020-08-02 00:00:00,540074,1649176,14862,1875.59,20.5937,78.9629,0.9,1094240,215
India,Global,IND,2020-08-03 00:00:00,537723,1650558,14875,1877.17,20.5937,78.9629,0.9,1097960,216
India,Global,IND,2020-08-04 00:00:00,535391,1652014,14888,1878.82,20.5937,78.9629,0.9,1101735,217
India,Global,IND,2020-08-05 00:00:00,533070,1653516,14901,1880.53,20.5937,78.9629,0.9,1105545,218
India,Global,IND,2020-08-06 00:00:00,530791,1655169,14916,1882.41,20.5937,78.9629,0.9,1109462,219
India,Global,IND,2020-08-07 00:00:00,528505,1656818,14931,1884.29,20.5937,78.9629,0.9,1113382,220
India,Global,IND,2020-08-08 00:00:00,526278,1658669,14948,1886.39,20.5937,78.9629,0.9,1117443,221
India,Global,IND,2020-08-09 00:00:00,524111,1660729,14966,1888.73,20.5937,78.9629,0.9,1121652,222
India,Global,IND,2020-08-10 00:00:00,521979,1662923,14986,1891.23,20.5937,78.9629,0.9,1125958,223
India,Global,IND,2020-08-11 00:00:00,519845,1665138,15006,1893.75,20.5937,78.9629,0.9,1130287,224
India,Global,IND,2020-08-12 00:00:00,517756,1667518,15027,1896.45,20.5937,78.9629,0.9,1134735,225
India,Global,IND,2020-08-13 00:00:00,515702,1670038,15050,1899.32,20.5937,78.9629,0.9,1139286,226
India,Global,IND,2020-08-14 00:00:00,513706,1672778,15075,1902.44,20.5937,78.9629,0.9,1143997,227
India,Global,IND,2020-08-15 00:00:00,511723,1675587,15100,1905.63,20.5937,78.9629,0.9,1148764,228
India,Global,IND,2020-08-16 00:00:00,509761,1678497,15126,1908.94,20.5937,78.9629,0.9,1153610,229
India,Global,IND,2020-08-17 00:00:00,507836,1681565,15154,1912.43,20.5937,78.9629,0.9,1158575,230
India,Global,IND,2020-08-18 00:00:00,505959,1684826,15183,1916.14,20.5937,78.9629,0.9,1163684,231
India,Global,IND,2020-08-19 00:00:00,504118,1688244,15214,1920.03,20.5937,78.9629,0.9,1168912,232
India,Global,IND,2020-08-20 00:00:00,502341,1691919,15247,1924.21,20.5937,78.9629,0.9,1174331,233
India,Global,IND,2020-08-21 00:00:00,500623,1695835,15283,1928.66,20.5937,78.9629,0.9,1179929,234
India,Global,IND,2020-08-22 00:00:00,498903,1699789,15318,1933.16,20.5937,78.9629,0.9,1185568,235
India,Global,IND,2020-08-23 00:00:00,497277,1704112,15357,1938.07,20.5937,78.9629,0.9,1191478,236
India,Global,IND,2020-08-24 00:00:00,495683,1708595,15398,1943.17,20.5937,78.9629,0.9,1197514,237
India,Global,IND,2020-08-25 00:00:00,494093,1713148,15439,1948.35,20.5937,78.9629,0.9,1203616,238
India,Global,IND,2020-08-26 00:00:00,492564,1717963,15482,1953.82,20.5937,78.9629,0.9,1209917,239
India,Global,IND,2020-08-27 00:00:00,491128,1723162,15529,1959.74,20.5937,78.9629,0.9,1216505,240
India,Global,IND,2020-08-28 00:00:00,489679,1728379,15576,1965.67,20.5937,78.9629,0.9,1223124,241
India,Global,IND,2020-08-29 00:00:00,488302,1733916,15626,1971.97,20.5937,78.9629,0.9,1229988,242
India,Global,IND,2020-08-30 00:00:00,486963,1739653,15678,1978.49,20.5937,78.9629,0.9,1237012,243
India,Global,IND,2020-08-31 00:00:00,485657,1745581,15731,1985.23,20.5937,78.9629,0.9,1244193,244
India,Global,IND,2020-09-01 00:00:00,484427,1751854,15787,1992.37,20.5937,78.9629,0.9,1251640,245
India,Global,IND,2020-09-02 00:00:00,483253,1758411,15847,1999.83,20.5937,78.9629,0.9,1259311,246
India,Global,IND,2020-09-03 00:00:00,482115,1765182,15908,2007.53,20.5937,78.9629,0.9,1267159,247
India,Global,IND,2020-09-04 00:00:00,481062,1772348,15972,2015.68,20.5937,78.9629,0.9,1275314,248
India,Global,IND,2020-09-05 00:00:00,480096,1779924,16040,2024.29,20.5937,78.9629,0.9,1283788,249
India,Global,IND,2020-09-06 00:00:00,479094,1787468,16108,2032.87,20.5937,78.9629,0.9,1292266,250
India,Global,IND,2020-09-07 00:00:00,478186,1795459,16180,2041.96,20.5937,78.9629,0.9,1301093,251
India,Global,IND,2020-09-08 00:00:00,477279,1803557,16253,2051.17,20.5937,78.9629,0.9,1310025,252
India,Global,IND,2020-09-09 00:00:00,476482,1812176,16331,2060.97,20.5937,78.9629,0.9,1319363,253
India,Global,IND,2020-09-10 00:00:00,475699,1820962,16410,2070.96,20.5937,78.9629,0.9,1328853,254
